transaction_id,client_id,date_transaction,montant,devise,taux_change_eur,montant_eur,categorie,produit,agence,type_operation,statut,score_credit_client,segment_client,solde_avant,taux_interet,date_formatted,is_outlier_montant,is_outlier_score,is_anomaly,year,month,quarter,day_of_week,day_name,montant_eur_verifie,diff_eur,is_calc_error,categorie_risque,is_credit,amount_signed,solde_net,is_rejected,taux_rejet,taux_rejet_pct
TXN000701,CLI0009,2023-11-08 18:40:00,2407.48,EUR,1.0,2407.48,Depot especes,Compte Epargne,Nice-Massena,Credit,Rejete,645.0,Standard,10289.81,0.0,08-11-2023,False,False,False,2023,11,4,2,Wednesday,2407.48,0.0,False,Medium,True,2407.48,21971.69,True,0.07633587786259542,7.633587786259542
TXN001018,CLI0031,2022-12-31 00:55:00,-1128.78,USD,1.08,-1045.17,Remboursement credit,PEA,Bordeaux-Meriadeck,Debit,Complete,559.0,Risque,10767.62,0.0,31-12-2022,False,False,False,2022,12,4,5,Saturday,-1045.1666666666665,0.0033333333335576754,False,High,False,1128.78,107605.36,False,0.04589371980676329,4.5893719806763285
TXN001870,CLI0038,2023-08-24 04:11:00,-193.06,USD,1.08,-178.76,Retrait DAB,Compte Epargne,Bordeaux-Meriadeck,Debit,Complete,516.0,Risque,17181.83,0.0,24-08-2023,False,False,False,2023,8,3,3,Thursday,-178.75925925925924,0.0007407407407526989,False,High,False,193.06,24983.12,False,0.04589371980676329,4.5893719806763285
TXN001124,CLI0134,2022-09-27 10:27:00,-199.89,USD,1.08,-185.08,Paiement CB,Compte Courant,Nice-Massena,Debit,Complete,600.0,Standard,40008.59,0.0,27-09-2022,False,False,False,2022,9,3,1,Tuesday,-185.08333333333331,0.00333333333330188,False,Medium,False,199.89,15863.83,False,0.07633587786259542,7.633587786259542
TXN000116,CLI0077,2024-11-09 17:31:03,-5728.17,EUR,1.0,-5728.17,Virement international,Compte Courant,Paris-Centre,Debit,Complete,322.0,Risque,33722.94,0.0,09-11-2024,True,False,True,2024,11,4,5,Saturday,-5728.17,0.0,False,High,False,5728.17,16640.73,False,0.06578947368421052,6.578947368421052
TXN000420,CLI0110,2023-11-06 14:34:00,83.25,CHF,0.97,85.82,Paiement CB,Credit Consommation,Toulouse-Capitole,Credit,Complete,629.0,Standard,15519.02,0.0,06-11-2023,False,False,False,2023,11,4,0,Monday,85.82474226804123,0.0047422680412410045,False,Medium,True,83.25,15373.789999999999,False,0.06806282722513089,6.806282722513089
TXN001683,CLI0080,2024-02-18 08:14:00,-642.99,USD,1.08,-595.36,Prelevement,Credit Consommation,Paris-Centre,Debit,En attente,645.0,Premium,36036.25,0.0,18-02-2024,False,False,False,2024,2,1,6,Sunday,-595.3611111111111,0.001111111111072205,False,Medium,False,642.99,10469.43,False,0.06578947368421052,6.578947368421052
TXN001946,CLI0054,2022-09-24 14:46:00,-658.41,USD,1.08,-609.64,Remboursement credit,Credit Immobilier,Bordeaux-Meriadeck,Debit,Complete,347.0,Nan,32208.9,0.0,24-09-2022,False,False,False,2022,9,3,5,Saturday,-609.6388888888888,0.0011111111111858918,False,High,False,658.41,23891.25,False,0.04589371980676329,4.5893719806763285
TXN001726,CLI0036,2024-08-08 12:19:00,962.1,MAD,10.85,88.67,Remboursement credit,Compte Epargne,Marseille-Vieux-Port,Credit,Complete,572.0,Risque,14957.42,0.0,08-08-2024,False,False,False,2024,8,3,3,Thursday,88.67281105990784,0.0028110599078416953,False,High,True,962.1,19039.649999999998,False,0.05572755417956656,5.572755417956656
TXN001963,CLI0096,2022-05-02 03:39:00,-7100.94,EUR,1.0,-7100.94,Virement international,PEA,Lyon-Part-Dieu,Debit,Complete,710.0,Standard,39831.11,0.0,02-05-2022,True,False,True,2022,5,2,0,Monday,-7100.94,0.0,False,Low,False,7100.94,33110.83,False,0.04013377926421405,4.013377926421405
TXN000886,CLI0128,2024-05-12 03:07:00,1385.72,MAD,10.85,127.72,Virement,Compte Epargne,Marseille-Vieux-Port,Credit,Complete,683.0,Standard,1161.31,0.0,12-05-2024,False,False,False,2024,5,2,6,Sunday,127.71612903225807,0.0038709677419319632,False,Medium,True,1385.72,37497.07,False,0.05572755417956656,5.572755417956656
TXN001448,CLI0141,2023-12-07 13:40:03,99999.99,EUR,1.0,264.77,Remboursement credit,Compte Courant,Lille-Grand-Place,Credit,Complete,726.0,Premium,40456.23,0.0,07-12-2023,True,False,True,2023,12,4,3,Thursday,99999.99,99735.22,True,Low,True,99999.99,126798.31,False,0.04205607476635514,4.205607476635514
TXN001458,CLI0137,2023-02-04 06:12:00,-237.86,EUR,1.0,-237.86,Paiement CB,Credit Immobilier,Marseille-Vieux-Port,Debit,Rejete,725.0,Premium,15778.59,0.0,04-02-2023,False,False,False,2023,2,1,5,Saturday,-237.86,0.0,False,Low,False,237.86,18372.42,True,0.05572755417956656,5.572755417956656
TXN001369,CLI0026,2022-03-25 09:58:00,-2639.99,USD,1.08,-2444.44,Remboursement credit,PEA,Lille-Grand-Place,Debit,Complete,699.0,Standard,2697.47,0.0,25-03-2022,False,False,False,2022,3,1,4,Friday,-2444.4351851851848,0.004814814815290447,False,Medium,False,2639.99,27174.65,False,0.04205607476635514,4.205607476635514
TXN001394,CLI0041,2023-01-03 06:52:00,-120.35,USD,1.08,-111.44,Retrait DAB,Credit Auto,Bordeaux-Meriadeck,Debit,Complete,643.0,Standard,22528.4,0.0,03-01-2023,False,False,False,2023,1,1,1,Tuesday,-111.43518518518518,0.004814814814821489,False,Medium,False,120.35,17809.0,False,0.04589371980676329,4.5893719806763285
TXN001278,CLI0122,2024-05-14 02:04:00,307.37,EUR,1.0,307.37,Virement,PEA,Nantes-Commerce,Credit,Complete,824.0,Premium,25404.97,0.0,14-05-2024,False,False,False,2024,5,2,1,Tuesday,307.37,0.0,False,Low,True,307.37,39885.13,False,0.085,8.5
TXN000663,CLI0020,2024-06-30 21:07:00,1091.33,CHF,0.97,1125.08,Virement,PEA,Bordeaux-Meriadeck,Credit,Complete,660.0,Standard,41973.38,0.0,30-06-2024,False,False,False,2024,6,2,6,Sunday,1125.0824742268042,0.0024742268042245996,False,Medium,True,1091.33,15573.34,False,0.04589371980676329,4.5893719806763285
TXN001869,CLI0029,2022-05-21 15:53:00,-68.55,EUR,1.0,-68.55,Depot especes,Credit Consommation,Paris-Centre,Debit,Complete,696.0,Standard,49164.19,0.0,21-05-2022,False,False,False,2022,5,2,5,Saturday,-68.55,0.0,False,Medium,False,68.55,-186191.58,False,0.06578947368421052,6.578947368421052
TXN001810,CLI0097,2022-09-16 03:20:00,2734.98,USD,1.08,2532.39,Depot especes,Compte Epargne,Lille-Grand-Place,Credit,Complete,397.0,Risque,6932.66,0.0,16-09-2022,False,False,False,2022,9,3,4,Friday,2532.3888888888887,0.0011111111111858918,False,High,True,2734.98,14861.480000000001,False,0.04205607476635514,4.205607476635514
TXN000888,CLI0121,2024-04-30 23:19:00,860.29,GBP,0.86,1000.34,Prelevement,Compte Epargne,Marseille-Vieux-Port,Credit,Complete,645.0,Premium,38753.21,0.0,30-04-2024,False,False,False,2024,4,2,1,Tuesday,1000.3372093023255,0.0027906976745271095,False,Medium,True,860.29,24350.99,False,0.05572755417956656,5.572755417956656
TXN001557,CLI0022,2024-10-20 21:52:00,1791.77,EUR,1.0,1791.77,Depot especes,Compte Epargne,Toulouse-Capitole,Credit,Complete,787.0,Nan,25283.87,0.0,20-10-2024,False,False,False,2024,10,4,6,Sunday,1791.77,0.0,False,Low,True,1791.77,224215.16999999998,False,0.06806282722513089,6.806282722513089
TXN000334,CLI0020,2023-04-02 16:25:00,189.39,EUR,1.0,189.39,Paiement CB,Credit Auto,Bordeaux-Meriadeck,Credit,Complete,660.0,Standard,44369.88,0.0,02-04-2023,False,False,False,2023,4,2,6,Sunday,189.39,0.0,False,Medium,True,189.39,15573.34,False,0.04589371980676329,4.5893719806763285
TXN001842,CLI0131,2023-03-05 11:15:00,-2405.51,EUR,1.0,-2405.51,Remboursement credit,Compte Courant,Marseille-Vieux-Port,Debit,Complete,838.0,Premium,27273.18,0.0,05-03-2023,False,False,False,2023,3,1,6,Sunday,-2405.51,0.0,False,Low,False,2405.51,24821.3,False,0.05572755417956656,5.572755417956656
TXN001160,CLI0146,2022-02-26 22:38:00,255.59,CHF,0.97,263.49,Paiement CB,Credit Immobilier,Toulouse-Capitole,Credit,Rejete,583.0,Standard,10838.69,0.0,26-02-2022,False,False,False,2022,2,1,5,Saturday,263.49484536082474,0.004845360824731415,False,Medium,True,255.59,14791.59,True,0.06806282722513089,6.806282722513089
TXN001311,CLI0046,2024-01-26 23:11:00,500.52,USD,1.08,463.44,Prelevement,Credit Consommation,Bordeaux-Meriadeck,Credit,Complete,841.0,Premium,16341.35,0.0,26-01-2024,False,False,False,2024,1,1,4,Friday,463.4444444444444,0.004444444444402507,False,Low,True,500.52,24894.69,False,0.04589371980676329,4.5893719806763285
TXN000947,CLI0036,2024-01-24 11:12:00,1062.22,EUR,1.0,1062.22,Prelevement,Credit Consommation,Marseille-Vieux-Port,Credit,Complete,572.0,Risque,29472.01,0.0,24-01-2024,False,False,False,2024,1,1,2,Wednesday,1062.22,0.0,False,High,True,1062.22,19039.649999999998,False,0.05572755417956656,5.572755417956656
TXN000053,CLI0106,2024-03-27 13:46:00,-941.67,GBP,0.86,-1094.97,Virement international,Assurance Vie,Nantes-Commerce,Debit,Complete,652.0,Standard,7716.68,0.0,27-03-2024,False,False,False,2024,3,1,2,Wednesday,-1094.9651162790697,0.004883720930365598,False,Medium,False,941.67,21000.07,False,0.085,8.5
TXN001762,CLI0065,2023-10-14 23:56:00,-7199.72,EUR,1.0,-7199.72,Virement international,Livret A,Bordeaux-Meriadeck,Debit,Complete,645.0,Standard,7191.04,0.0,14-10-2023,True,False,True,2023,10,4,5,Saturday,-7199.72,0.0,False,Medium,False,7199.72,29933.67,False,0.04589371980676329,4.5893719806763285
TXN000837,CLI0096,2022-08-11 03:04:00,1119.97,EUR,1.0,1119.97,Remboursement credit,PEA,Lyon-Part-Dieu,Credit,Complete,710.0,Standard,14182.13,0.0,11-08-2022,False,False,False,2022,8,3,3,Thursday,1119.97,0.0,False,Low,True,1119.97,33110.83,False,0.04013377926421405,4.013377926421405
TXN001817,CLI0036,2022-08-25 16:20:00,4016.18,EUR,1.0,4016.18,Virement international,Credit Auto,Marseille-Vieux-Port,Credit,Complete,572.0,Risque,16865.81,0.0,25-08-2022,False,False,False,2022,8,3,3,Thursday,4016.18,0.0,False,High,True,4016.18,19039.649999999998,False,0.05572755417956656,5.572755417956656
TXN000464,CLI0028,2022-05-06 02:13:00,2460.25,EUR,1.0,2460.25,Remboursement credit,Compte Courant,Lyon-Part-Dieu,Credit,Complete,667.0,Standard,33077.98,0.0,06-05-2022,False,False,False,2022,5,2,4,Friday,2460.25,0.0,False,Medium,True,2460.25,21689.84,False,0.04013377926421405,4.013377926421405
TXN000917,CLI0045,2023-10-23 18:08:00,-2065.8,USD,1.08,-1912.78,Remboursement credit,Credit Immobilier,Bordeaux-Meriadeck,Debit,Complete,704.0,Standard,10056.21,0.0,23-10-2023,False,False,False,2023,10,4,0,Monday,-1912.7777777777778,0.00222222222214441,False,Low,False,2065.8,24235.3,False,0.04589371980676329,4.5893719806763285
TXN001905,CLI0028,2024-09-16 09:09:00,-80.27,EUR,1.0,-80.27,Paiement CB,Assurance Vie,Lyon-Part-Dieu,Debit,Complete,667.0,Standard,15449.22,0.0,16-09-2024,False,False,False,2024,9,3,0,Monday,-80.27,0.0,False,Medium,False,80.27,21689.84,False,0.04013377926421405,4.013377926421405
TXN000219,CLI0061,2022-05-03 04:45:00,-875.48,EUR,1.0,-875.48,Remboursement credit,Credit Consommation,Marseille-Vieux-Port,Debit,En attente,341.0,Risque,26035.99,0.0,03-05-2022,False,False,False,2022,5,2,1,Tuesday,-875.48,0.0,False,High,False,875.48,24671.9,False,0.05572755417956656,5.572755417956656
TXN001196,CLI0050,2024-04-16 11:41:00,-2593.81,CHF,0.97,-2674.03,Virement international,Credit Auto,Lyon-Part-Dieu,Debit,Complete,666.0,Standard,32646.65,0.0,16-04-2024,False,False,False,2024,4,2,1,Tuesday,-2674.0309278350514,0.0009278350512431643,False,Medium,False,2593.81,15382.76,False,0.04013377926421405,4.013377926421405
TXN001542,CLI0113,2024-03-17 13:52:00,-91.48,GBP,0.86,-106.37,Paiement CB,Livret A,Lyon-Part-Dieu,Debit,Complete,643.0,Standard,41551.58,0.0,17-03-2024,False,False,False,2024,3,1,6,Sunday,-106.37209302325581,0.002093023255810067,False,Medium,False,91.48,12732.24,False,0.04013377926421405,4.013377926421405
TXN000147,CLI0035,2023-02-21 10:41:00,-283.26,EUR,1.0,-283.26,Remboursement credit,PEA,Lyon-Part-Dieu,Debit,Complete,600.0,Standard,36256.78,0.0,21-02-2023,False,False,False,2023,2,1,1,Tuesday,-283.26,0.0,False,Medium,False,283.26,19252.11,False,0.04013377926421405,4.013377926421405
TXN000320,CLI0113,2022-03-05 15:10:00,-1623.73,EUR,1.0,-1623.73,Remboursement credit,Compte Epargne,Lyon-Part-Dieu,Debit,Complete,643.0,Standard,42488.43,0.0,05-03-2022,False,False,False,2022,3,1,5,Saturday,-1623.73,0.0,False,Medium,False,1623.73,12732.24,False,0.04013377926421405,4.013377926421405
TXN000133,CLI0076,2023-03-25 04:30:00,1394.85,EUR,1.0,1394.85,Virement international,PEA,Lyon-Part-Dieu,Credit,Complete,326.0,Risque,27506.8,0.0,25-03-2023,False,False,False,2023,3,1,5,Saturday,1394.85,0.0,False,High,True,1394.85,178556.44,False,0.04013377926421405,4.013377926421405
TXN001939,CLI0048,2024-07-07 13:27:00,-140.32,MAD,10.85,-12.93,Paiement CB,Compte Epargne,Toulouse-Capitole,Debit,Complete,670.0,Standard,7276.46,0.0,07-07-2024,False,False,False,2024,7,3,6,Sunday,-12.932718894009216,0.0027188940092166547,False,Medium,False,140.32,11133.28,False,0.06806282722513089,6.806282722513089
TXN000685,CLI0142,2022-02-14 05:53:00,-145.66,EUR,1.0,-145.66,Retrait DAB,Credit Immobilier,Toulouse-Capitole,Debit,Complete,676.0,Standard,39391.96,0.0,14-02-2022,False,False,False,2022,2,1,0,Monday,-145.66,0.0,False,Medium,False,145.66,31038.29,False,0.06806282722513089,6.806282722513089
TXN001752,CLI0045,2023-03-08 01:05:00,-471.95,EUR,1.0,-471.95,Paiement CB,Credit Consommation,Bordeaux-Meriadeck,Debit,Complete,704.0,Standard,27850.82,0.0,08-03-2023,False,False,False,2023,3,1,2,Wednesday,-471.95,0.0,False,Low,False,471.95,24235.3,False,0.04589371980676329,4.5893719806763285
TXN001247,CLI0067,2023-08-08 14:01:00,1364.35,EUR,1.0,1364.35,Remboursement credit,Compte Epargne,Paris-Centre,Credit,Complete,337.0,Risque,5723.41,0.0,08-08-2023,False,False,False,2023,8,3,1,Tuesday,1364.35,0.0,False,High,True,1364.35,17481.89,False,0.06578947368421052,6.578947368421052
TXN001403,CLI0057,2024-06-24 02:27:00,-2176.71,EUR,1.0,-2176.71,Prelevement,PEA,Nice-Massena,Debit,Complete,645.0,Risque,34098.81,0.0,24-06-2024,False,False,False,2024,6,2,0,Monday,-2176.71,0.0,False,Medium,False,2176.71,6995.71,False,0.07633587786259542,7.633587786259542
TXN000679,CLI0112,2022-10-26 04:30:00,-2607.66,EUR,1.0,-2607.66,Virement international,PEA,Marseille-Vieux-Port,Debit,Rejete,636.0,Standard,25932.26,0.0,26-10-2022,False,False,False,2022,10,4,2,Wednesday,-2607.66,0.0,False,Medium,False,2607.66,28989.63,True,0.05572755417956656,5.572755417956656
TXN000212,CLI0020,2024-01-08 01:31:00,-2585.11,EUR,1.0,-2585.11,Interets,Credit Immobilier,Bordeaux-Meriadeck,Debit,Complete,660.0,Standard,5234.96,0.0,08-01-2024,False,False,False,2024,1,1,0,Monday,-2585.11,0.0,False,Medium,False,2585.11,15573.34,False,0.04589371980676329,4.5893719806763285
TXN000383,CLI0140,2023-05-28 12:53:00,87.22,EUR,1.0,87.22,Interets,Credit Consommation,Marseille-Vieux-Port,Credit,Complete,609.0,Standard,48751.11,0.0,28-05-2023,False,False,False,2023,5,2,6,Sunday,87.22,0.0,False,Medium,True,87.22,13867.59,False,0.05572755417956656,5.572755417956656
TXN001981,CLI0082,2024-03-13 05:35:00,-1440.39,EUR,1.0,-1440.39,Virement international,PEA,Paris-Centre,Debit,Complete,813.0,Premium,5403.85,0.0,13-03-2024,False,False,False,2024,3,1,2,Wednesday,-1440.39,0.0,False,Low,False,1440.39,13697.67,False,0.06578947368421052,6.578947368421052
TXN001527,CLI0090,2022-05-16 23:47:00,1982.71,GBP,0.86,2305.48,Remboursement credit,Credit Consommation,Nantes-Commerce,Credit,Complete,682.0,Standard,28486.62,0.0,16-05-2022,False,False,False,2022,5,2,0,Monday,2305.4767441860467,0.0032558139532739006,False,Medium,True,1982.71,20144.829999999998,False,0.085,8.5
TXN000010,CLI0078,2022-08-31 17:48:00,1277.71,MAD,10.85,117.76,Prelevement,Credit Consommation,Marseille-Vieux-Port,Credit,Complete,647.0,Standard,19080.86,0.0,31-08-2022,False,False,False,2022,8,3,2,Wednesday,117.76129032258065,0.0012903225806439877,False,Medium,True,1277.71,14041.91,False,0.05572755417956656,5.572755417956656
TXN001971,CLI0037,2024-05-21 03:28:00,-2435.52,CHF,0.97,-2510.85,Virement,Compte Courant,Lille-Grand-Place,Debit,Complete,622.0,Standard,8001.13,0.0,21-05-2024,False,False,False,2024,5,2,1,Tuesday,-2510.8453608247423,0.004639175257580064,False,Medium,False,2435.52,19274.36,False,0.04205607476635514,4.205607476635514
TXN001461,CLI0082,2023-12-08 12:07:00,-611.64,EUR,1.0,-611.64,Depot especes,Assurance Vie,Paris-Centre,Debit,Complete,813.0,Premium,29668.5,0.0,08-12-2023,False,False,False,2023,12,4,4,Friday,-611.64,0.0,False,Low,False,611.64,13697.67,False,0.06578947368421052,6.578947368421052
TXN001048,CLI0030,2024-08-27 22:21:00,2540.3,EUR,1.0,2540.3,Interets,Livret A,Lyon-Part-Dieu,Credit,Complete,391.0,Risque,49038.65,0.0,27-08-2024,False,False,False,2024,8,3,1,Tuesday,2540.3,0.0,False,High,True,2540.3,24245.760000000002,False,0.04013377926421405,4.013377926421405
TXN000027,CLI0129,2024-06-20 03:33:00,-7301.45,GBP,0.86,-8490.06,Virement international,Credit Immobilier,Paris-Centre,Debit,Complete,573.0,Risque,32773.59,0.0,20-06-2024,True,False,True,2024,6,2,3,Thursday,-8490.058139534884,0.001860465115896659,False,High,False,7301.45,33604.46,False,0.06578947368421052,6.578947368421052
TXN001732,CLI0144,2023-12-16 09:26:00,-5328.18,EUR,1.0,-5328.18,Virement international,PEA,Paris-Centre,Debit,Complete,361.0,Risque,43745.48,0.0,16-12-2023,True,False,True,2023,12,4,5,Saturday,-5328.18,0.0,False,High,False,5328.18,25768.47,False,0.06578947368421052,6.578947368421052
TXN000003,CLI0049,2024-04-12 15:35:00,2286.59,EUR,1.0,2286.59,Prelevement,Credit Auto,Lyon-Part-Dieu,Credit,Complete,593.0,Standard,960.44,0.0,12-04-2024,False,False,False,2024,4,2,4,Friday,2286.59,0.0,False,Medium,True,2286.59,17168.61,False,0.04013377926421405,4.013377926421405
TXN000469,CLI0033,2022-02-02 04:46:00,2660.42,EUR,1.0,2660.42,Depot especes,Credit Immobilier,Lyon-Part-Dieu,Credit,Complete,584.0,Standard,32147.92,0.0,02-02-2022,False,False,False,2022,2,1,2,Wednesday,2660.42,0.0,False,Medium,True,2660.42,15908.14,False,0.04013377926421405,4.013377926421405
TXN001641,CLI0026,2024-03-05 03:38:00,-2959.53,USD,1.08,-2740.31,Interets,PEA,Lille-Grand-Place,Debit,Complete,699.0,Standard,35237.56,0.0,05-03-2024,False,False,False,2024,3,1,1,Tuesday,-2740.3055555555557,0.00444444444428882,False,Medium,False,2959.53,27174.65,False,0.04205607476635514,4.205607476635514
TXN000293,CLI0118,2024-07-06 02:54:00,-1520.45,GBP,0.86,-1767.97,Interets,Credit Auto,Lille-Grand-Place,Debit,Complete,641.0,Standard,986.68,0.0,06-07-2024,False,False,False,2024,7,3,5,Saturday,-1767.96511627907,0.0048837209301382245,False,Medium,False,1520.45,27600.21,False,0.04205607476635514,4.205607476635514
TXN000192,CLI0106,2022-09-17 22:55:03,-441.44,MAD,10.85,-40.69,Virement,PEA,Nantes-Commerce,Debit,Complete,652.0,Standard,38097.53,0.0,17-09-2022,False,False,False,2022,9,3,5,Saturday,-40.68571428571429,0.004285714285707343,False,Medium,False,441.44,21000.07,False,0.085,8.5
TXN000434,CLI0115,2022-08-29 04:12:00,21.7,EUR,1.0,21.7,Paiement CB,Compte Courant,Toulouse-Capitole,Credit,Complete,709.0,Standard,42785.01,0.0,29-08-2022,False,False,False,2022,8,3,0,Monday,21.7,0.0,False,Low,True,21.7,10488.029999999999,False,0.06806282722513089,6.806282722513089
TXN001885,CLI0100,2023-11-21 09:34:00,2967.53,EUR,1.0,2967.53,Virement,Compte Epargne,Lille-Grand-Place,Credit,Complete,656.0,Standard,12974.86,0.0,21-11-2023,False,False,False,2023,11,4,1,Tuesday,2967.53,0.0,False,Medium,True,2967.53,32263.12,False,0.04205607476635514,4.205607476635514
TXN000918,CLI0079,2024-08-02 17:11:00,1159.1,EUR,1.0,1159.1,Prelevement,Compte Epargne,Paris-Centre,Credit,Complete,689.0,Standard,26375.91,0.0,02-08-2024,False,False,False,2024,8,3,4,Friday,1159.1,0.0,False,Medium,True,1159.1,22220.780000000002,False,0.06578947368421052,6.578947368421052
TXN000087,CLI0100,2022-02-03 11:50:00,-726.96,EUR,1.0,-726.96,Virement international,Livret A,Lille-Grand-Place,Debit,Complete,656.0,Standard,36785.83,0.0,03-02-2022,False,False,False,2022,2,1,3,Thursday,-726.96,0.0,False,Medium,False,726.96,32263.12,False,0.04205607476635514,4.205607476635514
TXN000310,CLI0040,2023-10-23 19:03:00,2332.3,EUR,1.0,2332.3,Virement,Assurance Vie,Nice-Massena,Credit,Complete,491.0,Risque,28676.58,0.0,23-10-2023,False,False,False,2023,10,4,0,Monday,2332.3,0.0,False,High,True,2332.3,22387.77,False,0.07633587786259542,7.633587786259542
TXN001126,CLI0124,2023-01-20 20:55:00,2460.12,GBP,0.86,2860.6,Interets,Credit Auto,Toulouse-Capitole,Credit,Rejete,585.0,Standard,22714.36,0.0,20-01-2023,False,False,False,2023,1,1,4,Friday,2860.6046511627906,0.004651162790651142,False,Medium,True,2460.12,27040.2,True,0.06806282722513089,6.806282722513089
TXN000694,CLI0046,2022-06-05 11:57:00,293.13,EUR,1.0,293.13,Interets,Livret A,Bordeaux-Meriadeck,Credit,Complete,645.0,Premium,46337.64,0.0,05-06-2022,False,False,False,2022,6,2,6,Sunday,293.13,0.0,False,Medium,True,293.13,24894.69,False,0.04589371980676329,4.5893719806763285
TXN001168,CLI0047,2022-07-18 21:58:00,-94.24,MAD,10.85,-8.69,Retrait DAB,Credit Immobilier,Lyon-Part-Dieu,Debit,En attente,397.0,Risque,35347.74,0.0,18-07-2022,False,False,False,2022,7,3,0,Monday,-8.685714285714285,0.004285714285714448,False,High,False,94.24,242832.69,False,0.04013377926421405,4.013377926421405
TXN000361,CLI0131,2022-09-20 01:33:00,-403.65,EUR,1.0,-403.65,Paiement CB,Compte Courant,Marseille-Vieux-Port,Debit,Complete,838.0,Premium,19746.47,0.0,20-09-2022,False,False,False,2022,9,3,1,Tuesday,-403.65,0.0,False,Low,False,403.65,24821.3,False,0.05572755417956656,5.572755417956656
TXN001729,CLI0070,2024-08-09 14:05:00,374.23,EUR,1.0,374.23,Remboursement credit,PEA,Nantes-Commerce,Credit,Complete,645.0,Risque,34827.68,0.0,09-08-2024,False,False,False,2024,8,3,4,Friday,374.23,0.0,False,Medium,True,374.23,211701.12000000002,False,0.085,8.5
